time,position,temperature,voltage
09-Nov-2023 16:22:56,497,40,7294
09-Nov-2023 16:22:57,498,40,7325
09-Nov-2023 16:22:57,498,40,7290
09-Nov-2023 16:22:57,497,40,7323
09-Nov-2023 16:22:57,497,40,7303
09-Nov-2023 16:22:58,495,40,7319
09-Nov-2023 16:22:58,497,40,7325
09-Nov-2023 16:22:58,496,40,7330
09-Nov-2023 16:22:59,496,40,7268
09-Nov-2023 16:22:59,497,40,7288
09-Nov-2023 16:22:59,497,40,7279
09-Nov-2023 16:22:59,497,40,7292
09-Nov-2023 16:23:00,497,40,7321
09-Nov-2023 16:23:00,497,40,7268
09-Nov-2023 16:23:00,497,40,7277
09-Nov-2023 16:23:00,496,40,7336
09-Nov-2023 16:23:01,495,40,7356
09-Nov-2023 16:23:01,497,40,7341
09-Nov-2023 16:23:01,501,40,7297
09-Nov-2023 16:23:01,496,40,7292
09-Nov-2023 16:23:01,496,40,7261
09-Nov-2023 16:23:02,497,40,7270
09-Nov-2023 16:23:02,497,40,7241
09-Nov-2023 16:23:02,496,40,7250
09-Nov-2023 16:23:03,494,40,7288
09-Nov-2023 16:23:03,497,40,7279
09-Nov-2023 16:23:03,497,40,7250
09-Nov-2023 16:23:03,497,40,7292
09-Nov-2023 16:23:04,497,40,7226
09-Nov-2023 16:23:04,496,40,7152
09-Nov-2023 16:23:04,496,40,7270
09-Nov-2023 16:23:04,496,40,7265
09-Nov-2023 16:23:05,497,40,7230
09-Nov-2023 16:23:05,496,40,7243
09-Nov-2023 16:23:05,496,40,7117
09-Nov-2023 16:23:05,496,40,7041
09-Nov-2023 16:23:06,496,40,7163
09-Nov-2023 16:23:06,496,39,7104
09-Nov-2023 16:23:06,497,39,7106
09-Nov-2023 16:23:06,497,39,7150
09-Nov-2023 16:23:07,497,38,7101
09-Nov-2023 16:23:07,497,39,7128
09-Nov-2023 16:23:07,499,39,7254
09-Nov-2023 16:23:07,499,38,7268
09-Nov-2023 16:23:08,499,38,7272
