time,position,temperature,voltage
09-Nov-2023 16:20:04,484,29,7370
09-Nov-2023 16:20:04,484,29,7381
09-Nov-2023 16:20:05,484,29,7363
09-Nov-2023 16:20:05,484,29,7383
09-Nov-2023 16:20:05,484,29,7394
09-Nov-2023 16:20:06,484,29,7372
09-Nov-2023 16:20:06,484,29,7352
09-Nov-2023 16:20:06,484,29,7343
09-Nov-2023 16:20:06,484,29,7352
09-Nov-2023 16:20:07,483,29,7374
09-Nov-2023 16:20:07,484,29,7350
09-Nov-2023 16:20:07,483,29,7365
09-Nov-2023 16:20:07,484,29,7361
09-Nov-2023 16:20:08,483,29,7365
09-Nov-2023 16:20:08,483,29,7363
09-Nov-2023 16:20:08,483,29,7363
09-Nov-2023 16:20:08,484,29,7379
09-Nov-2023 16:20:08,483,29,7361
09-Nov-2023 16:20:09,484,29,7363
09-Nov-2023 16:20:09,484,29,7354
09-Nov-2023 16:20:09,484,29,7356
09-Nov-2023 16:20:10,483,29,7348
09-Nov-2023 16:20:10,484,29,7368
09-Nov-2023 16:20:10,484,29,7374
09-Nov-2023 16:20:10,483,29,7374
09-Nov-2023 16:20:10,484,29,7359
09-Nov-2023 16:20:11,484,29,7348
09-Nov-2023 16:20:11,484,29,7328
09-Nov-2023 16:20:11,483,29,7392
09-Nov-2023 16:20:11,483,29,7359
09-Nov-2023 16:20:12,484,29,7385
09-Nov-2023 16:20:12,484,29,7321
09-Nov-2023 16:20:12,483,29,7361
09-Nov-2023 16:20:12,483,29,7387
09-Nov-2023 16:20:12,484,29,7341
09-Nov-2023 16:20:13,484,29,7379
09-Nov-2023 16:20:13,484,29,7334
09-Nov-2023 16:20:14,483,29,7350
09-Nov-2023 16:20:14,484,29,7372
09-Nov-2023 16:20:14,484,29,7363
09-Nov-2023 16:20:14,484,29,7368
09-Nov-2023 16:20:15,484,29,7363
09-Nov-2023 16:20:15,484,29,7365
09-Nov-2023 16:20:15,484,29,7354
09-Nov-2023 16:20:15,483,29,7354
09-Nov-2023 16:20:16,484,29,7385
09-Nov-2023 16:20:16,484,29,7350
09-Nov-2023 16:20:16,483,29,7379
09-Nov-2023 16:20:16,484,29,7354
09-Nov-2023 16:20:17,484,29,7379
09-Nov-2023 16:20:17,484,29,7354
09-Nov-2023 16:20:18,484,29,7368
09-Nov-2023 16:20:18,484,29,7363
09-Nov-2023 16:20:18,483,29,7363
09-Nov-2023 16:20:19,483,29,7348
09-Nov-2023 16:20:19,484,29,7352
09-Nov-2023 16:20:20,484,29,7341
09-Nov-2023 16:20:20,483,29,7319
09-Nov-2023 16:20:20,484,29,7350
09-Nov-2023 16:20:21,484,29,7348
09-Nov-2023 16:20:21,484,29,7354
09-Nov-2023 16:20:21,483,29,7363
09-Nov-2023 16:20:22,484,29,7361
09-Nov-2023 16:20:22,484,29,7341
09-Nov-2023 16:20:22,484,29,7312
09-Nov-2023 16:20:22,485,29,7354
09-Nov-2023 16:20:23,484,29,7345
09-Nov-2023 16:20:23,484,29,7361
09-Nov-2023 16:20:23,483,29,7359
09-Nov-2023 16:20:23,484,29,7368
09-Nov-2023 16:20:24,484,29,7290
09-Nov-2023 16:20:24,484,29,7341
09-Nov-2023 16:20:24,484,29,7288
09-Nov-2023 16:20:24,484,29,7356
09-Nov-2023 16:20:25,484,29,7257
09-Nov-2023 16:20:25,484,29,7348
09-Nov-2023 16:20:25,484,29,7354
09-Nov-2023 16:20:25,484,29,7303
09-Nov-2023 16:20:26,484,29,7361
09-Nov-2023 16:20:26,484,29,7363
09-Nov-2023 16:20:26,484,29,7274
09-Nov-2023 16:20:27,484,29,7328
09-Nov-2023 16:20:27,484,29,7368
09-Nov-2023 16:20:27,484,29,7359
09-Nov-2023 16:20:27,484,29,7356
09-Nov-2023 16:20:28,484,29,7290
09-Nov-2023 16:20:28,484,29,7292
09-Nov-2023 16:20:28,484,29,7359
09-Nov-2023 16:20:28,484,29,7363
09-Nov-2023 16:20:29,484,29,7348
09-Nov-2023 16:20:29,484,29,7352
09-Nov-2023 16:20:29,485,29,7257
09-Nov-2023 16:20:29,485,29,7265
09-Nov-2023 16:20:30,488,30,7294
09-Nov-2023 16:20:30,489,30,7285
09-Nov-2023 16:20:30,492,30,7285
09-Nov-2023 16:20:30,495,31,7270
09-Nov-2023 16:20:31,496,31,7272
09-Nov-2023 16:20:31,498,31,7274
09-Nov-2023 16:20:31,497,32,7252
09-Nov-2023 16:20:31,498,32,7281
