time,position,temperature,voltage
09-Nov-2023 16:20:04,501,29,7374
09-Nov-2023 16:20:04,501,29,7365
09-Nov-2023 16:20:05,501,29,7381
09-Nov-2023 16:20:05,501,29,7399
09-Nov-2023 16:20:05,501,29,7387
09-Nov-2023 16:20:06,501,29,7379
09-Nov-2023 16:20:06,501,29,7374
09-Nov-2023 16:20:06,501,29,7407
09-Nov-2023 16:20:06,501,29,7328
09-Nov-2023 16:20:07,501,29,7330
09-Nov-2023 16:20:07,502,29,7407
09-Nov-2023 16:20:07,501,29,7383
09-Nov-2023 16:20:07,501,29,7387
09-Nov-2023 16:20:08,501,29,7425
09-Nov-2023 16:20:08,501,29,7383
09-Nov-2023 16:20:08,501,29,7394
09-Nov-2023 16:20:08,501,29,7363
09-Nov-2023 16:20:08,501,29,7370
09-Nov-2023 16:20:09,501,29,7359
09-Nov-2023 16:20:09,501,29,7356
09-Nov-2023 16:20:09,501,29,7405
09-Nov-2023 16:20:10,501,29,7312
09-Nov-2023 16:20:10,501,29,7359
09-Nov-2023 16:20:10,501,29,7401
09-Nov-2023 16:20:10,501,29,7361
09-Nov-2023 16:20:10,501,29,7423
09-Nov-2023 16:20:11,501,29,7363
09-Nov-2023 16:20:11,501,29,7354
09-Nov-2023 16:20:11,501,29,7363
09-Nov-2023 16:20:11,501,29,7363
09-Nov-2023 16:20:12,501,29,7368
09-Nov-2023 16:20:12,501,29,7387
09-Nov-2023 16:20:12,501,29,7348
09-Nov-2023 16:20:12,501,29,7372
09-Nov-2023 16:20:12,501,29,7392
09-Nov-2023 16:20:13,501,29,7363
09-Nov-2023 16:20:13,501,29,7399
09-Nov-2023 16:20:14,501,29,7368
09-Nov-2023 16:20:14,501,29,7376
09-Nov-2023 16:20:14,502,29,7407
09-Nov-2023 16:20:14,501,29,7363
09-Nov-2023 16:20:15,501,29,7383
09-Nov-2023 16:20:15,501,29,7368
09-Nov-2023 16:20:15,501,29,7325
09-Nov-2023 16:20:15,502,29,7339
09-Nov-2023 16:20:16,502,29,7374
09-Nov-2023 16:20:16,501,29,7363
09-Nov-2023 16:20:16,502,29,7343
09-Nov-2023 16:20:16,501,29,7363
09-Nov-2023 16:20:17,501,29,7325
09-Nov-2023 16:20:17,494,29,7339
09-Nov-2023 16:20:18,363,30,7334
09-Nov-2023 16:20:18,338,30,7359
09-Nov-2023 16:20:18,295,30,7336
09-Nov-2023 16:20:19,246,30,7294
09-Nov-2023 16:20:19,188,30,7336
09-Nov-2023 16:20:20,112,30,7354
