time,position,temperature,voltage
09-Nov-2023 16:11:10,513,52,7212
09-Nov-2023 16:11:10,513,52,7206
09-Nov-2023 16:11:10,513,52,7259
09-Nov-2023 16:11:11,513,52,7217
09-Nov-2023 16:11:11,513,52,7197
09-Nov-2023 16:11:11,513,52,7221
09-Nov-2023 16:11:11,513,52,7223
09-Nov-2023 16:11:11,513,52,7232
09-Nov-2023 16:11:12,513,52,7201
09-Nov-2023 16:11:12,513,52,7232
09-Nov-2023 16:11:12,513,52,7246
09-Nov-2023 16:11:12,513,52,7221
09-Nov-2023 16:11:12,513,52,7230
09-Nov-2023 16:11:13,513,52,7210
09-Nov-2023 16:11:13,513,52,7214
09-Nov-2023 16:11:13,513,52,7201
09-Nov-2023 16:11:13,513,52,7250
09-Nov-2023 16:11:13,513,52,7212
09-Nov-2023 16:11:14,513,52,7217
09-Nov-2023 16:11:14,513,52,7228
09-Nov-2023 16:11:14,513,52,7217
09-Nov-2023 16:11:14,513,52,7219
09-Nov-2023 16:11:14,513,52,7217
09-Nov-2023 16:11:15,513,52,7250
09-Nov-2023 16:11:15,513,52,7232
09-Nov-2023 16:11:15,513,52,7208
09-Nov-2023 16:11:15,513,52,7230
09-Nov-2023 16:11:15,513,52,7230
09-Nov-2023 16:11:16,513,52,7212
09-Nov-2023 16:11:16,513,52,7226
09-Nov-2023 16:11:16,513,52,7232
09-Nov-2023 16:11:16,513,52,7239
09-Nov-2023 16:11:16,513,52,7192
09-Nov-2023 16:11:16,513,52,7195
09-Nov-2023 16:11:17,513,52,7217
09-Nov-2023 16:11:17,513,52,7179
09-Nov-2023 16:11:17,513,52,7199
09-Nov-2023 16:11:17,513,52,7183
09-Nov-2023 16:11:18,513,52,7197
09-Nov-2023 16:11:18,513,52,7248
09-Nov-2023 16:11:18,513,52,7221
09-Nov-2023 16:11:18,513,52,7219
09-Nov-2023 16:11:18,513,52,7190
09-Nov-2023 16:11:18,513,52,7228
09-Nov-2023 16:11:19,513,52,7208
09-Nov-2023 16:11:19,513,52,7199
09-Nov-2023 16:11:19,513,52,7226
09-Nov-2023 16:11:19,513,52,7188
09-Nov-2023 16:11:20,513,52,7230
09-Nov-2023 16:11:20,513,52,7208
09-Nov-2023 16:11:20,513,52,7210
09-Nov-2023 16:11:20,513,52,7212
09-Nov-2023 16:11:20,513,52,7279
09-Nov-2023 16:11:21,513,52,7226
09-Nov-2023 16:11:21,513,52,7197
09-Nov-2023 16:11:21,513,52,7226
09-Nov-2023 16:11:21,513,52,7195
09-Nov-2023 16:11:21,513,52,7239
09-Nov-2023 16:11:22,513,52,7234
09-Nov-2023 16:11:22,513,52,7210
09-Nov-2023 16:11:22,513,52,7217
09-Nov-2023 16:11:22,513,52,7210
09-Nov-2023 16:11:22,513,52,7243
09-Nov-2023 16:11:23,513,52,7223
09-Nov-2023 16:11:23,513,52,7226
09-Nov-2023 16:11:23,513,52,7272
09-Nov-2023 16:11:23,513,52,7197
09-Nov-2023 16:11:23,513,52,7237
09-Nov-2023 16:11:24,513,52,7223
09-Nov-2023 16:11:24,513,52,7230
09-Nov-2023 16:11:24,513,52,7195
09-Nov-2023 16:11:24,513,52,7219
09-Nov-2023 16:11:24,513,52,7212
09-Nov-2023 16:11:25,513,52,7175
09-Nov-2023 16:11:25,513,52,7232
09-Nov-2023 16:11:25,513,52,7232
09-Nov-2023 16:11:25,513,52,7197
09-Nov-2023 16:11:25,513,52,7208
09-Nov-2023 16:11:26,513,52,7230
09-Nov-2023 16:11:26,513,52,7212
09-Nov-2023 16:11:26,513,52,7203
09-Nov-2023 16:11:26,513,52,7206
09-Nov-2023 16:11:26,513,52,7221
09-Nov-2023 16:11:27,513,52,7206
09-Nov-2023 16:11:27,513,52,7219
09-Nov-2023 16:11:27,513,52,7226
09-Nov-2023 16:11:27,512,52,7268
09-Nov-2023 16:11:27,513,52,7183
09-Nov-2023 16:11:28,513,52,7210
09-Nov-2023 16:11:28,513,52,7192
09-Nov-2023 16:11:28,513,52,7217
09-Nov-2023 16:11:28,513,52,7210
09-Nov-2023 16:11:28,513,52,7199
09-Nov-2023 16:11:29,513,52,7201
09-Nov-2023 16:11:29,513,52,7192
09-Nov-2023 16:11:29,513,52,7217
09-Nov-2023 16:11:29,513,52,7201
09-Nov-2023 16:11:29,513,52,7201
09-Nov-2023 16:11:30,513,52,7226
09-Nov-2023 16:11:30,513,52,7197
09-Nov-2023 16:11:30,513,52,7217
09-Nov-2023 16:11:30,513,52,7223
09-Nov-2023 16:11:31,512,52,7212
09-Nov-2023 16:11:31,513,52,7237
09-Nov-2023 16:11:31,513,52,7212
09-Nov-2023 16:11:31,513,52,7237
09-Nov-2023 16:11:31,513,52,7226
09-Nov-2023 16:11:32,513,52,7210
09-Nov-2023 16:11:32,513,52,7179
09-Nov-2023 16:11:32,513,52,7261
09-Nov-2023 16:11:32,513,52,7203
09-Nov-2023 16:11:33,513,52,7214
09-Nov-2023 16:11:33,513,52,7206
09-Nov-2023 16:11:33,513,52,7186
09-Nov-2023 16:11:33,513,52,7232
09-Nov-2023 16:11:34,513,52,7217
09-Nov-2023 16:11:34,513,52,7239
09-Nov-2023 16:11:34,513,52,7203
09-Nov-2023 16:11:34,513,52,7219
09-Nov-2023 16:11:35,513,52,7188
09-Nov-2023 16:11:35,513,52,7170
09-Nov-2023 16:11:35,513,52,7228
09-Nov-2023 16:11:36,513,52,7199
09-Nov-2023 16:11:36,513,52,7197
09-Nov-2023 16:11:36,513,52,7183
09-Nov-2023 16:11:36,513,52,7210
09-Nov-2023 16:11:37,513,52,7237
09-Nov-2023 16:11:37,513,52,7177
09-Nov-2023 16:11:37,513,52,7188
09-Nov-2023 16:11:37,513,52,7208
09-Nov-2023 16:11:38,513,52,7221
09-Nov-2023 16:11:38,513,52,7228
09-Nov-2023 16:11:38,513,52,7221
09-Nov-2023 16:11:38,513,52,7226
09-Nov-2023 16:11:39,513,52,7206
09-Nov-2023 16:11:39,513,52,7203
09-Nov-2023 16:11:39,513,52,7201
09-Nov-2023 16:11:39,513,52,7214
09-Nov-2023 16:11:40,513,52,7219
09-Nov-2023 16:11:40,513,52,7197
09-Nov-2023 16:11:40,513,52,7246
09-Nov-2023 16:11:40,514,52,7203
09-Nov-2023 16:11:41,513,52,7179
09-Nov-2023 16:11:41,513,52,7208
09-Nov-2023 16:11:41,513,52,7203
09-Nov-2023 16:11:41,513,52,7199
09-Nov-2023 16:11:42,513,52,7223
09-Nov-2023 16:11:42,513,52,7186
09-Nov-2023 16:11:42,513,52,7223
09-Nov-2023 16:11:42,513,52,7226
09-Nov-2023 16:11:43,513,52,7206
09-Nov-2023 16:11:43,513,52,7206
09-Nov-2023 16:11:43,513,52,7219
09-Nov-2023 16:11:43,513,52,7172
09-Nov-2023 16:11:43,513,52,7203
09-Nov-2023 16:11:44,513,52,7190
09-Nov-2023 16:11:44,513,52,7197
09-Nov-2023 16:11:44,513,52,7206
09-Nov-2023 16:11:44,513,52,7210
09-Nov-2023 16:11:45,513,52,7208
09-Nov-2023 16:11:45,513,52,7223
09-Nov-2023 16:11:45,513,52,7214
09-Nov-2023 16:11:45,513,52,7170
09-Nov-2023 16:11:46,513,52,7221
09-Nov-2023 16:11:46,513,52,7221
09-Nov-2023 16:11:46,513,52,7212
09-Nov-2023 16:11:47,513,52,7197
