timestamp,position,command,time_since_start,position_degree
1704799005.7160282,498.0,False,0.0,119.52
1704799005.7276032,498.0,False,0.011574983596801758,119.52
1704799005.7329159,498.0,False,0.016887664794921875,119.52
1704799005.74306,498.0,False,0.027031898498535156,119.52
1704799005.7529695,498.0,False,0.0369412899017334,119.52
1704799005.7628884,498.0,False,0.0468602180480957,119.52
1704799005.7729,498.0,False,0.056871891021728516,119.52
1704799005.7831337,498.0,False,0.06710553169250488,119.52
1704799005.7929895,498.0,False,0.07696127891540527,119.52
1704799005.8028858,498.0,False,0.08685755729675293,119.52
1704799005.8128846,498.0,False,0.09685635566711426,119.52
1704799005.8260596,498.0,False,0.1100313663482666,119.52
1704799005.8332593,498.0,False,0.11723113059997559,119.52
1704799005.8443387,498.0,False,0.1283104419708252,119.52
1704799005.8536525,498.0,False,0.13762426376342773,119.52
1704799005.8631568,498.0,False,0.14712858200073242,119.52
1704799005.8730032,498.0,False,0.15697503089904785,119.52
1704799005.8831015,498.0,False,0.16707324981689453,119.52
1704799005.8929646,498.0,False,0.17693638801574707,119.52
1704799005.9036064,498.0,False,0.1875782012939453,119.52
1704799005.9129498,498.0,False,0.19692158699035645,119.52
1704799005.9230168,498.0,False,0.20698857307434082,119.52
1704799005.9329677,498.0,False,0.21693944931030273,119.52
1704799005.9429204,498.0,False,0.22689223289489746,119.52
1704799005.953116,498.0,False,0.23708772659301758,119.52
1704799005.962907,498.0,False,0.24687886238098145,119.52
1704799005.972896,498.0,False,0.2568678855895996,119.52
1704799005.9829724,498.0,False,0.26694416999816895,119.52
1704799005.9930873,498.0,False,0.27705907821655273,119.52
1704799006.002902,498.0,False,0.28687381744384766,119.52
1704799006.0128667,498.0,False,0.29683852195739746,119.52
1704799006.0229857,498.0,False,0.306957483291626,119.52
1704799006.0339673,498.0,False,0.31793904304504395,119.52
1704799006.042887,498.0,False,0.3268587589263916,119.52
1704799006.052799,498.0,False,0.33677077293395996,119.52
1704799006.0629768,498.0,False,0.34694862365722656,119.52
1704799006.0728853,498.0,False,0.3568570613861084,119.52
1704799006.0830026,498.0,False,0.3669743537902832,119.52
1704799006.0929036,498.0,False,0.3768754005432129,119.52
1704799006.1029909,498.0,False,0.3869626522064209,119.52
1704799006.1128907,498.0,False,0.3968625068664551,119.52
1704799006.1230037,498.0,False,0.40697550773620605,119.52
1704799006.1329782,498.0,False,0.416949987411499,119.52
1704799006.1429598,498.0,False,0.42693161964416504,119.52
1704799006.1530263,498.0,False,0.4369981288909912,119.52
1704799006.1630027,498.0,False,0.446974515914917,119.52
1704799006.1729057,498.0,False,0.4568774700164795,119.52
1704799006.1829374,498.0,False,0.46690917015075684,119.52
1704799006.192904,498.0,False,0.47687578201293945,119.52
1704799006.203062,498.0,False,0.4870338439941406,119.52
1704799006.2129393,498.0,False,0.49691104888916016,119.52
1704799006.2229233,498.0,False,0.5068950653076172,119.52
1704799006.2330844,498.0,False,0.5170562267303467,119.52
1704799006.2435482,498.0,False,0.527519941329956,119.52
1704799006.25281,498.0,False,0.5367817878723145,119.52
1704799006.262947,498.0,False,0.5469188690185547,119.52
1704799006.2729335,498.0,False,0.5569052696228027,119.52
1704799006.2830467,498.0,False,0.5670185089111328,119.52
1704799006.2930222,498.0,False,0.5769939422607422,119.52
1704799006.3030128,498.0,False,0.5869846343994141,119.52
1704799006.3129382,498.0,False,0.5969099998474121,119.52
1704799006.323144,498.0,False,0.6071157455444336,119.52
1704799006.3329415,498.0,False,0.6169133186340332,119.52
1704799006.3450844,498.0,False,0.6290562152862549,119.52
1704799006.3528562,498.0,False,0.6368279457092285,119.52
1704799006.3630176,498.0,False,0.6469893455505371,119.52
1704799006.3729355,498.0,False,0.656907320022583,119.52
1704799006.3829165,498.0,False,0.6668882369995117,119.52
1704799006.3929248,498.0,False,0.6768965721130371,119.52
1704799006.4030633,498.0,False,0.687035083770752,119.52
1704799006.412939,498.0,False,0.6969108581542969,119.52
1704799006.422966,498.0,False,0.7069377899169922,119.52
1704799006.4329429,498.0,False,0.7169146537780762,119.52
1704799006.4435244,498.0,False,0.7274961471557617,119.52
1704799006.4529448,498.0,False,0.7369165420532227,119.52
1704799006.4673126,498.0,False,0.7512843608856201,119.52
1704799006.4729378,498.0,False,0.7569096088409424,119.52
1704799006.482952,498.0,False,0.7669239044189453,119.52
1704799006.4931173,498.0,False,0.7770891189575195,119.52
1704799006.50293,498.0,False,0.7869017124176025,119.52
1704799006.512878,498.0,False,0.7968497276306152,119.52
1704799006.5229647,498.0,False,0.806936502456665,119.52
1704799006.532965,498.0,False,0.816936731338501,119.52
1704799006.543127,498.0,False,0.8270988464355469,119.52
1704799006.5529544,498.0,False,0.8369262218475342,119.52
1704799006.5630443,498.0,False,0.8470160961151123,119.52
1704799006.5731776,498.0,False,0.8571493625640869,119.52
1704799006.5828676,498.0,False,0.8668394088745117,119.52
1704799006.592904,498.0,False,0.8768758773803711,119.52
1704799006.6030304,498.0,False,0.8870022296905518,119.52
1704799006.6129735,498.0,False,0.8969452381134033,119.52
1704799006.622901,498.0,False,0.9068727493286133,119.52
1704799006.6329682,498.0,False,0.9169399738311768,119.52
1704799006.6429079,498.0,False,0.9268796443939209,119.52
1704799006.653799,498.0,False,0.9377708435058594,119.52
1704799006.6630187,498.0,False,0.9469904899597168,119.52
1704799006.6728578,498.0,False,0.9568295478820801,119.52
1704799006.6829693,498.0,False,0.9669411182403564,119.52
1704799006.6929374,498.0,False,0.9769091606140137,119.52
1704799006.70303,498.0,False,0.987001895904541,119.52
