time,position,temperature,voltage,label
20-Nov-2023 15:17:18,882,28,7352,0
20-Nov-2023 15:17:19,881,28,7356,0
20-Nov-2023 15:17:19,881,28,7356,0
20-Nov-2023 15:17:19,882,28,7350,0
20-Nov-2023 15:17:20,881,28,7354,0
20-Nov-2023 15:17:20,882,28,7321,0
20-Nov-2023 15:17:20,882,28,7334,0
20-Nov-2023 15:17:20,882,28,7352,0
20-Nov-2023 15:17:21,881,28,7323,0
20-Nov-2023 15:17:21,882,28,7330,0
20-Nov-2023 15:17:21,881,28,7336,0
20-Nov-2023 15:17:21,882,28,7379,0
20-Nov-2023 15:17:22,882,28,7336,0
20-Nov-2023 15:17:22,881,28,7352,0
20-Nov-2023 15:17:22,881,28,7343,0
20-Nov-2023 15:17:22,881,28,7390,0
20-Nov-2023 15:17:22,882,28,7330,0
20-Nov-2023 15:17:22,882,28,7354,0
20-Nov-2023 15:17:22,882,28,7325,0
20-Nov-2023 15:17:23,881,28,7332,0
20-Nov-2023 15:17:23,882,28,7312,0
20-Nov-2023 15:17:23,880,28,7323,0
20-Nov-2023 15:17:23,882,28,7336,0
20-Nov-2023 15:17:23,882,28,7325,1
20-Nov-2023 15:17:24,882,28,7350,1
20-Nov-2023 15:17:24,882,28,7339,1
20-Nov-2023 15:17:24,881,28,7334,1
20-Nov-2023 15:17:24,881,28,7312,1
20-Nov-2023 15:17:24,881,28,7305,1
20-Nov-2023 15:17:25,882,28,7348,1
20-Nov-2023 15:17:25,881,28,7283,1
20-Nov-2023 15:17:25,881,28,7336,1
20-Nov-2023 15:17:26,882,28,7345,1
20-Nov-2023 15:17:26,882,28,7312,1
20-Nov-2023 15:17:26,881,28,7321,1
20-Nov-2023 15:17:26,881,28,7312,1
20-Nov-2023 15:17:27,881,28,7356,1
20-Nov-2023 15:17:27,881,28,7321,1
20-Nov-2023 15:17:27,881,29,7345,1
20-Nov-2023 15:17:27,881,29,7323,1
20-Nov-2023 15:17:27,881,29,7350,1
20-Nov-2023 15:17:28,882,29,7319,1
20-Nov-2023 15:17:28,881,29,7330,1
20-Nov-2023 15:17:28,881,29,7334,1
20-Nov-2023 15:17:28,882,29,7303,1
20-Nov-2023 15:17:28,882,29,7330,1
20-Nov-2023 15:17:28,882,29,7332,1
20-Nov-2023 15:17:29,881,29,7339,1
20-Nov-2023 15:17:29,881,29,7354,1
20-Nov-2023 15:17:29,881,29,7341,1
