time,position,temperature,voltage
09-Nov-2023 16:25:32,496,43,7297
09-Nov-2023 16:25:33,497,43,7274
09-Nov-2023 16:25:33,496,43,7277
09-Nov-2023 16:25:33,496,43,7283
09-Nov-2023 16:25:33,495,43,7310
09-Nov-2023 16:25:33,496,43,7257
09-Nov-2023 16:25:34,496,43,7254
09-Nov-2023 16:25:34,496,43,7250
09-Nov-2023 16:25:34,496,43,7268
09-Nov-2023 16:25:34,501,43,7254
09-Nov-2023 16:25:35,499,43,7317
09-Nov-2023 16:25:35,496,43,7241
09-Nov-2023 16:25:35,496,43,7248
09-Nov-2023 16:25:35,496,43,7259
09-Nov-2023 16:25:36,495,43,7254
09-Nov-2023 16:25:36,495,43,7285
09-Nov-2023 16:25:36,496,43,7265
09-Nov-2023 16:25:36,496,43,7265
09-Nov-2023 16:25:37,496,43,7334
09-Nov-2023 16:25:37,496,43,7314
09-Nov-2023 16:25:37,496,43,7312
09-Nov-2023 16:25:37,496,43,7228
09-Nov-2023 16:25:38,496,43,7252
09-Nov-2023 16:25:38,495,43,7254
09-Nov-2023 16:25:38,495,43,7281
09-Nov-2023 16:25:38,496,43,7265
09-Nov-2023 16:25:39,496,43,7288
09-Nov-2023 16:25:39,497,43,7328
09-Nov-2023 16:25:39,496,43,7232
09-Nov-2023 16:25:39,496,43,7321
09-Nov-2023 16:25:40,496,43,7294
09-Nov-2023 16:25:40,496,43,7277
09-Nov-2023 16:25:40,496,43,7263
09-Nov-2023 16:25:40,496,43,7303
09-Nov-2023 16:25:41,495,43,7277
09-Nov-2023 16:25:41,495,43,7290
09-Nov-2023 16:25:41,496,43,7288
09-Nov-2023 16:25:41,496,43,7277
09-Nov-2023 16:25:42,495,43,7312
09-Nov-2023 16:25:42,497,43,7248
09-Nov-2023 16:25:42,498,43,7281
09-Nov-2023 16:25:42,495,43,7257
09-Nov-2023 16:25:43,496,43,7301
09-Nov-2023 16:25:43,497,43,7285
09-Nov-2023 16:25:43,498,43,7265
09-Nov-2023 16:25:43,496,43,7301
09-Nov-2023 16:25:44,497,43,7285
09-Nov-2023 16:25:44,498,43,7283
09-Nov-2023 16:25:44,498,43,7323
09-Nov-2023 16:25:44,497,43,7190
09-Nov-2023 16:25:45,498,43,7252
09-Nov-2023 16:25:45,498,43,7292
09-Nov-2023 16:25:45,498,43,7314
09-Nov-2023 16:25:45,498,43,7290
09-Nov-2023 16:25:46,497,43,7301
09-Nov-2023 16:25:46,497,43,7272
09-Nov-2023 16:25:46,497,43,7274
09-Nov-2023 16:25:46,496,43,7252
09-Nov-2023 16:25:46,496,43,7279
09-Nov-2023 16:25:47,498,43,7314
09-Nov-2023 16:25:47,498,43,7310
09-Nov-2023 16:25:47,495,43,7137
09-Nov-2023 16:25:48,498,43,7328
09-Nov-2023 16:25:48,496,43,7285
09-Nov-2023 16:25:48,498,43,7330
09-Nov-2023 16:25:49,498,43,7312
09-Nov-2023 16:25:49,496,43,7288
09-Nov-2023 16:25:49,497,43,7290
09-Nov-2023 16:25:49,497,43,7281
