time,position,temperature,voltage
09-Nov-2023 16:11:10,498,31,7336
09-Nov-2023 16:11:10,499,31,7348
09-Nov-2023 16:11:10,498,31,7361
09-Nov-2023 16:11:11,498,31,7372
09-Nov-2023 16:11:11,499,31,7350
09-Nov-2023 16:11:11,498,31,7345
09-Nov-2023 16:11:11,498,31,7352
09-Nov-2023 16:11:11,499,31,7359
09-Nov-2023 16:11:12,499,31,7370
09-Nov-2023 16:11:12,499,31,7363
09-Nov-2023 16:11:12,498,31,7390
09-Nov-2023 16:11:12,499,31,7359
09-Nov-2023 16:11:12,498,31,7385
09-Nov-2023 16:11:13,498,31,7348
09-Nov-2023 16:11:13,498,31,7352
09-Nov-2023 16:11:13,498,31,7356
09-Nov-2023 16:11:13,498,31,7352
09-Nov-2023 16:11:13,498,31,7363
09-Nov-2023 16:11:14,498,31,7374
09-Nov-2023 16:11:14,498,31,7361
09-Nov-2023 16:11:14,498,31,7396
09-Nov-2023 16:11:14,498,31,7350
09-Nov-2023 16:11:14,498,31,7352
09-Nov-2023 16:11:15,498,31,7350
09-Nov-2023 16:11:15,498,31,7356
09-Nov-2023 16:11:15,499,31,7352
09-Nov-2023 16:11:15,499,31,7354
09-Nov-2023 16:11:15,499,30,7345
09-Nov-2023 16:11:16,498,30,7336
09-Nov-2023 16:11:16,498,30,7348
09-Nov-2023 16:11:16,498,30,7368
09-Nov-2023 16:11:16,498,30,7330
09-Nov-2023 16:11:16,498,30,7341
09-Nov-2023 16:11:16,499,30,7359
09-Nov-2023 16:11:17,498,30,7359
09-Nov-2023 16:11:17,498,30,7405
09-Nov-2023 16:11:17,498,30,7348
09-Nov-2023 16:11:17,498,30,7359
09-Nov-2023 16:11:18,498,30,7308
09-Nov-2023 16:11:18,498,30,7359
09-Nov-2023 16:11:18,498,30,7352
09-Nov-2023 16:11:18,499,30,7387
09-Nov-2023 16:11:18,498,30,7314
09-Nov-2023 16:11:18,499,30,7365
09-Nov-2023 16:11:19,498,30,7361
09-Nov-2023 16:11:19,499,30,7350
09-Nov-2023 16:11:19,498,30,7387
09-Nov-2023 16:11:19,498,30,7354
09-Nov-2023 16:11:20,498,30,7343
09-Nov-2023 16:11:20,498,30,7352
09-Nov-2023 16:11:20,498,30,7359
09-Nov-2023 16:11:20,498,30,7365
09-Nov-2023 16:11:20,498,30,7359
09-Nov-2023 16:11:21,498,30,7356
09-Nov-2023 16:11:21,498,30,7345
09-Nov-2023 16:11:21,498,30,7330
09-Nov-2023 16:11:21,498,30,7354
09-Nov-2023 16:11:21,498,30,7361
09-Nov-2023 16:11:22,498,30,7352
09-Nov-2023 16:11:22,498,30,7368
09-Nov-2023 16:11:22,498,30,7352
09-Nov-2023 16:11:22,498,30,7334
09-Nov-2023 16:11:22,498,30,7339
09-Nov-2023 16:11:23,498,30,7365
09-Nov-2023 16:11:23,499,30,7348
09-Nov-2023 16:11:23,498,30,7330
