time,position,temperature,voltage
09-Nov-2023 16:27:32,497,43,7283
09-Nov-2023 16:27:32,497,43,7250
09-Nov-2023 16:27:32,496,43,7254
09-Nov-2023 16:27:33,496,43,7281
09-Nov-2023 16:27:33,496,43,7265
09-Nov-2023 16:27:33,496,43,7250
09-Nov-2023 16:27:33,496,43,7299
09-Nov-2023 16:27:34,497,43,7290
09-Nov-2023 16:27:34,496,43,7241
09-Nov-2023 16:27:34,496,43,7314
09-Nov-2023 16:27:34,496,43,7312
09-Nov-2023 16:27:35,497,43,7325
09-Nov-2023 16:27:35,497,43,7283
09-Nov-2023 16:27:35,497,43,7290
09-Nov-2023 16:27:35,496,43,7252
09-Nov-2023 16:27:36,497,43,7294
09-Nov-2023 16:27:36,497,43,7254
09-Nov-2023 16:27:36,496,43,7265
09-Nov-2023 16:27:37,496,43,7290
09-Nov-2023 16:27:37,497,43,7279
09-Nov-2023 16:27:37,496,43,7274
09-Nov-2023 16:27:37,496,43,7272
09-Nov-2023 16:27:38,497,43,7272
09-Nov-2023 16:27:38,497,43,7243
09-Nov-2023 16:27:38,496,43,7312
09-Nov-2023 16:27:38,496,43,7252
09-Nov-2023 16:27:39,497,43,7252
09-Nov-2023 16:27:39,496,43,7290
09-Nov-2023 16:27:39,496,43,7259
09-Nov-2023 16:27:39,496,43,7277
09-Nov-2023 16:27:40,497,43,7297
09-Nov-2023 16:27:40,496,43,7270
09-Nov-2023 16:27:40,495,43,7285
09-Nov-2023 16:27:40,496,43,7288
09-Nov-2023 16:27:41,497,43,7270
09-Nov-2023 16:27:41,496,43,7261
09-Nov-2023 16:27:41,497,43,7274
09-Nov-2023 16:27:41,496,43,7290
09-Nov-2023 16:27:42,496,43,7261
09-Nov-2023 16:27:42,496,43,7292
09-Nov-2023 16:27:42,496,43,7237
09-Nov-2023 16:27:42,496,43,7303
09-Nov-2023 16:27:43,497,43,7254
09-Nov-2023 16:27:43,496,43,7297
09-Nov-2023 16:27:43,495,43,7312
09-Nov-2023 16:27:44,495,43,7223
09-Nov-2023 16:27:44,495,43,7283
09-Nov-2023 16:27:44,495,43,7288
09-Nov-2023 16:27:44,496,43,7277
09-Nov-2023 16:27:45,497,43,7259
09-Nov-2023 16:27:45,496,43,7294
09-Nov-2023 16:27:45,496,43,7246
09-Nov-2023 16:27:46,496,43,7090
09-Nov-2023 16:27:46,497,43,7285
09-Nov-2023 16:27:46,496,43,7268
09-Nov-2023 16:27:46,495,43,7252
09-Nov-2023 16:27:47,496,43,7283
09-Nov-2023 16:27:47,496,43,7265
09-Nov-2023 16:27:47,497,43,7192
09-Nov-2023 16:27:48,494,43,7234
09-Nov-2023 16:27:48,496,43,7243
09-Nov-2023 16:27:48,496,43,7270
09-Nov-2023 16:27:48,496,43,7277
09-Nov-2023 16:27:49,496,43,7106
09-Nov-2023 16:27:49,496,43,7259
09-Nov-2023 16:27:49,496,43,7243
09-Nov-2023 16:27:49,496,43,7257
09-Nov-2023 16:27:50,496,43,7248
09-Nov-2023 16:27:50,496,43,7265
09-Nov-2023 16:27:50,496,43,7279
09-Nov-2023 16:27:50,497,43,7159
09-Nov-2023 16:27:51,496,44,7254
09-Nov-2023 16:27:51,496,44,7254
09-Nov-2023 16:27:51,496,44,7257
09-Nov-2023 16:27:52,496,44,7299
09-Nov-2023 16:27:52,496,44,7241
09-Nov-2023 16:27:52,497,44,7285
09-Nov-2023 16:27:52,498,44,7314
09-Nov-2023 16:27:53,496,44,7265
09-Nov-2023 16:27:53,496,44,7199
09-Nov-2023 16:27:53,497,44,7232
09-Nov-2023 16:27:53,501,44,7281
09-Nov-2023 16:27:54,500,44,7321
09-Nov-2023 16:27:54,499,44,7223
09-Nov-2023 16:27:54,499,44,7305
09-Nov-2023 16:27:54,498,44,7310
09-Nov-2023 16:27:55,497,44,7270
09-Nov-2023 16:27:55,497,43,7230
09-Nov-2023 16:27:56,498,43,7259
09-Nov-2023 16:27:56,495,43,7265
09-Nov-2023 16:27:56,501,43,7285
09-Nov-2023 16:27:56,500,43,7294
09-Nov-2023 16:27:57,500,43,7285
09-Nov-2023 16:27:57,500,43,7285
09-Nov-2023 16:27:57,500,43,7330
09-Nov-2023 16:27:57,499,43,7312
09-Nov-2023 16:27:58,500,43,7290
09-Nov-2023 16:27:58,500,43,7294
09-Nov-2023 16:27:58,499,43,7272
09-Nov-2023 16:27:59,498,43,7277
09-Nov-2023 16:27:59,498,43,7294
09-Nov-2023 16:27:59,498,42,7261
09-Nov-2023 16:27:59,498,42,7274
09-Nov-2023 16:28:00,498,42,7265
09-Nov-2023 16:28:00,500,42,7301
09-Nov-2023 16:28:00,496,42,7263
09-Nov-2023 16:28:00,496,42,7265
09-Nov-2023 16:28:01,500,42,7277
09-Nov-2023 16:28:01,495,42,7234
09-Nov-2023 16:28:01,494,42,7259
09-Nov-2023 16:28:02,496,42,7285
09-Nov-2023 16:28:02,495,42,7261
09-Nov-2023 16:28:02,498,42,7290
09-Nov-2023 16:28:02,495,42,7292
09-Nov-2023 16:28:03,497,42,7314
09-Nov-2023 16:28:03,497,42,7299
09-Nov-2023 16:28:03,497,42,7279
09-Nov-2023 16:28:04,496,42,7279
09-Nov-2023 16:28:04,498,42,7115
09-Nov-2023 16:28:04,496,42,7252
09-Nov-2023 16:28:04,497,42,7259
09-Nov-2023 16:28:04,497,42,7274
09-Nov-2023 16:28:05,497,42,7250
