time,position,temperature,voltage,label
2023-12-07 16:08:05,499,45,7321,0
2023-12-07 16:08:06,499,45,7321,0
2023-12-07 16:08:06,499,45,7356,0
2023-12-07 16:08:06,499,45,7334,0
2023-12-07 16:08:07,499,45,7314,0
2023-12-07 16:08:07,500,45,7330,0
2023-12-07 16:08:07,499,45,7321,0
2023-12-07 16:08:07,499,45,7323,0
2023-12-07 16:08:07,499,45,7354,0
2023-12-07 16:08:08,499,45,7330,0
2023-12-07 16:08:08,499,45,7290,0
2023-12-07 16:08:08,499,45,7323,0
2023-12-07 16:08:08,499,45,7288,0
2023-12-07 16:08:09,499,45,7283,0
2023-12-07 16:08:09,499,45,7301,0
2023-12-07 16:08:09,499,45,7336,0
2023-12-07 16:08:09,499,45,7348,0
2023-12-07 16:08:10,499,45,7350,0
2023-12-07 16:08:10,499,45,7339,0
2023-12-07 16:08:10,499,45,7308,0
2023-12-07 16:08:10,499,45,7303,0
2023-12-07 16:08:10,499,45,7312,0
2023-12-07 16:08:10,499,45,7283,0
2023-12-07 16:08:10,499,45,7352,0
2023-12-07 16:08:11,499,45,7305,0
2023-12-07 16:08:11,499,45,7319,0
2023-12-07 16:08:11,499,45,7317,0
2023-12-07 16:08:11,499,45,7301,0
2023-12-07 16:08:12,499,45,7330,0
2023-12-07 16:08:12,499,45,7305,0
2023-12-07 16:08:12,499,45,7334,0
2023-12-07 16:08:12,499,45,7281,0
2023-12-07 16:08:12,499,45,7334,0
2023-12-07 16:08:12,499,45,7319,0
2023-12-07 16:08:13,499,45,7299,0
2023-12-07 16:08:13,499,45,7325,0
2023-12-07 16:08:13,499,45,7312,0
2023-12-07 16:08:14,499,45,7343,0
2023-12-07 16:08:14,499,45,7356,0
2023-12-07 16:08:14,499,45,7332,0
2023-12-07 16:08:14,500,45,7317,0
2023-12-07 16:08:14,499,45,7325,0
2023-12-07 16:08:14,499,45,7345,0
2023-12-07 16:08:15,500,45,7336,0
2023-12-07 16:08:15,499,45,7339,0
2023-12-07 16:08:15,501,45,7321,0
2023-12-07 16:08:15,501,45,7332,0
2023-12-07 16:08:15,501,45,7314,0
2023-12-07 16:08:15,501,45,7288,0
2023-12-07 16:08:16,501,45,7308,0
2023-12-07 16:08:16,500,45,7330,0
2023-12-07 16:08:16,501,45,7323,0
2023-12-07 16:08:16,500,45,7305,0
2023-12-07 16:08:16,500,45,7341,0
2023-12-07 16:08:17,499,45,7323,0
2023-12-07 16:08:17,500,45,7314,0
2023-12-07 16:08:17,499,45,7301,0
2023-12-07 16:08:17,499,45,7301,0
2023-12-07 16:08:18,500,45,7336,0
2023-12-07 16:08:18,500,45,7354,0
2023-12-07 16:08:18,499,45,7330,0
2023-12-07 16:08:18,500,45,7305,0
2023-12-07 16:08:18,500,45,7323,0
2023-12-07 16:08:19,500,45,7332,0
2023-12-07 16:08:19,500,45,7301,0
2023-12-07 16:08:19,500,45,7336,0
2023-12-07 16:08:19,500,45,7345,0
2023-12-07 16:08:19,499,45,7323,0
2023-12-07 16:08:19,499,45,7317,0
2023-12-07 16:08:19,500,45,7308,0
2023-12-07 16:08:20,500,45,7312,0
2023-12-07 16:08:20,500,44,7319,0
2023-12-07 16:08:20,500,44,7321,0
2023-12-07 16:08:20,499,45,7303,0
2023-12-07 16:08:20,500,44,7328,0
2023-12-07 16:08:21,499,44,7294,0
2023-12-07 16:08:21,500,44,7325,0
2023-12-07 16:08:21,499,44,7321,0
2023-12-07 16:08:21,500,44,7359,0
2023-12-07 16:08:22,499,44,7310,0
2023-12-07 16:08:22,500,44,7339,0
2023-12-07 16:08:22,500,44,7305,0
2023-12-07 16:08:22,500,44,7312,0
2023-12-07 16:08:22,500,44,7330,0
2023-12-07 16:08:23,500,44,7343,0
2023-12-07 16:08:23,499,44,7292,0
2023-12-07 16:08:23,500,44,7325,0
2023-12-07 16:08:23,499,44,7354,0
2023-12-07 16:08:23,499,44,7310,0
2023-12-07 16:08:24,500,44,7321,0
2023-12-07 16:08:24,499,44,7319,0
2023-12-07 16:08:24,500,44,7288,0
2023-12-07 16:08:24,500,44,7317,0
2023-12-07 16:08:24,500,44,7323,0
2023-12-07 16:08:24,500,44,7297,0
2023-12-07 16:08:24,500,44,7348,0
2023-12-07 16:08:25,500,44,7345,0
2023-12-07 16:08:25,499,44,7323,0
2023-12-07 16:08:25,500,44,7319,0
2023-12-07 16:08:25,500,44,7343,0
2023-12-07 16:08:25,500,44,7321,0
2023-12-07 16:08:25,500,44,7299,0
2023-12-07 16:08:26,500,44,7288,0
2023-12-07 16:08:26,500,44,7308,0
2023-12-07 16:08:26,500,44,7321,0
2023-12-07 16:08:26,500,44,7310,0
2023-12-07 16:08:27,500,44,7323,0
2023-12-07 16:08:27,499,44,7332,0
2023-12-07 16:08:27,500,44,7330,0
2023-12-07 16:08:27,499,44,7330,0
2023-12-07 16:08:27,500,44,7317,0
2023-12-07 16:08:27,500,44,7294,0
2023-12-07 16:08:28,500,44,7343,0
2023-12-07 16:08:28,500,44,7343,0
2023-12-07 16:08:28,500,44,7348,0
2023-12-07 16:08:28,499,44,7303,0
2023-12-07 16:08:28,500,44,7297,0
2023-12-07 16:08:29,499,44,7343,0
2023-12-07 16:08:29,500,44,7365,0
2023-12-07 16:08:29,499,44,7328,0
2023-12-07 16:08:29,500,44,7352,0
2023-12-07 16:08:30,500,44,7325,0
2023-12-07 16:08:30,500,44,7285,0
2023-12-07 16:08:30,500,44,7336,0
2023-12-07 16:08:30,500,44,7332,0
2023-12-07 16:08:30,499,44,7356,0
2023-12-07 16:08:31,500,44,7279,0
2023-12-07 16:08:31,499,44,7274,0
2023-12-07 16:08:31,500,44,7356,0
2023-12-07 16:08:31,500,44,7332,0
2023-12-07 16:08:31,500,44,7336,0
2023-12-07 16:08:32,500,44,7336,0
2023-12-07 16:08:32,499,44,7319,0
2023-12-07 16:08:32,500,44,7336,0
2023-12-07 16:08:32,500,44,7290,0
2023-12-07 16:08:32,500,44,7281,0
2023-12-07 16:08:33,500,44,7299,0
2023-12-07 16:08:33,500,44,7317,0
2023-12-07 16:08:33,499,44,7310,0
2023-12-07 16:08:33,500,44,7339,0
2023-12-07 16:08:33,500,44,7323,0
2023-12-07 16:08:34,500,44,7290,0
2023-12-07 16:08:34,500,44,7323,0
2023-12-07 16:08:34,500,44,7350,0
2023-12-07 16:08:34,500,44,7301,0
2023-12-07 16:08:34,500,44,7312,0
2023-12-07 16:08:34,500,44,7348,0
2023-12-07 16:08:35,499,44,7343,0
2023-12-07 16:08:35,499,44,7308,0
2023-12-07 16:08:35,500,44,7332,0
2023-12-07 16:08:35,500,44,7330,0
2023-12-07 16:08:36,500,44,7343,0
2023-12-07 16:08:36,500,44,7301,0
2023-12-07 16:08:36,500,44,7314,0
2023-12-07 16:08:36,500,44,7281,0
2023-12-07 16:08:36,500,44,7297,0
2023-12-07 16:08:36,500,44,7334,0
2023-12-07 16:08:37,500,44,7290,0
2023-12-07 16:08:37,500,44,7303,0
2023-12-07 16:08:37,500,44,7352,0
2023-12-07 16:08:37,500,44,7348,0
2023-12-07 16:08:37,500,44,7341,0
2023-12-07 16:08:38,500,44,7308,0
2023-12-07 16:08:38,500,44,7341,0
2023-12-07 16:08:38,500,44,7348,0
2023-12-07 16:08:39,500,44,7310,0
2023-12-07 16:08:39,500,44,7345,0
2023-12-07 16:08:39,500,44,7314,0
2023-12-07 16:08:39,500,44,7341,0
2023-12-07 16:08:39,500,44,7345,0
2023-12-07 16:08:39,499,44,7348,0
2023-12-07 16:08:40,500,44,7317,0
2023-12-07 16:08:40,500,44,7343,0
2023-12-07 16:08:40,500,44,7352,0
2023-12-07 16:08:40,500,44,7356,0
2023-12-07 16:08:40,501,44,7301,0
2023-12-07 16:08:40,501,44,7334,0
2023-12-07 16:08:41,501,44,7270,0
2023-12-07 16:08:41,501,44,7294,0
2023-12-07 16:08:41,501,44,7279,0
2023-12-07 16:08:41,501,44,7308,0
2023-12-07 16:08:41,501,44,7268,0
2023-12-07 16:08:41,501,44,7290,0
2023-12-07 16:08:41,501,44,7303,0
2023-12-07 16:08:42,501,44,7297,0
2023-12-07 16:08:42,501,44,7323,0
2023-12-07 16:08:42,501,44,7325,0
2023-12-07 16:08:42,500,44,7332,0
2023-12-07 16:08:43,499,44,7297,0
2023-12-07 16:08:43,500,44,7277,0
2023-12-07 16:08:43,500,44,7345,0
2023-12-07 16:08:43,500,44,7319,0
2023-12-07 16:08:44,499,44,7339,0
2023-12-07 16:08:44,500,44,7336,0
2023-12-07 16:08:44,500,44,7297,0
2023-12-07 16:08:44,500,44,7345,0
2023-12-07 16:08:44,500,44,7332,0
2023-12-07 16:08:44,500,44,7317,0
2023-12-07 16:08:45,500,44,7319,0
2023-12-07 16:08:45,500,44,7323,0
2023-12-07 16:08:45,500,44,7294,0
2023-12-07 16:08:45,500,44,7339,0
2023-12-07 16:08:46,500,44,7308,0
2023-12-07 16:08:46,500,44,7319,0
2023-12-07 16:08:46,500,44,7257,0
2023-12-07 16:08:46,500,44,7305,0
2023-12-07 16:08:46,500,44,7345,0
2023-12-07 16:08:47,500,44,7319,0
2023-12-07 16:08:47,500,44,7263,0
2023-12-07 16:08:47,500,44,7319,0
2023-12-07 16:08:47,500,44,7361,0
2023-12-07 16:08:47,499,44,7288,0
2023-12-07 16:08:47,500,44,7310,0
2023-12-07 16:08:48,500,44,7328,0
2023-12-07 16:08:48,499,44,7330,0
2023-12-07 16:08:48,499,44,7343,0
2023-12-07 16:08:48,500,44,7310,0
2023-12-07 16:08:48,499,44,7361,0
2023-12-07 16:08:49,500,44,7272,0
2023-12-07 16:08:49,500,44,7312,0
2023-12-07 16:08:49,501,44,7321,0
2023-12-07 16:08:49,501,44,7294,0
2023-12-07 16:08:49,501,44,7281,0
2023-12-07 16:08:49,501,44,7330,0
2023-12-07 16:08:49,500,44,7314,0
2023-12-07 16:08:50,500,44,7325,0
2023-12-07 16:08:50,500,44,7365,0
2023-12-07 16:08:50,500,44,7330,0
2023-12-07 16:08:50,500,44,7334,0
2023-12-07 16:08:50,499,44,7334,0
2023-12-07 16:08:51,499,44,7288,0
2023-12-07 16:08:52,500,44,7363,0
2023-12-07 16:08:52,500,44,7299,0
2023-12-07 16:08:52,500,44,7314,0
2023-12-07 16:08:52,499,44,7310,0
2023-12-07 16:08:52,500,44,7325,0
2023-12-07 16:08:52,500,44,7317,0
2023-12-07 16:08:52,500,44,7328,0
2023-12-07 16:08:53,500,44,7294,0
2023-12-07 16:08:53,501,44,7332,0
2023-12-07 16:08:53,501,44,7312,0
2023-12-07 16:08:53,501,44,7283,0
2023-12-07 16:08:53,501,44,7270,0
2023-12-07 16:08:53,501,44,7294,0
2023-12-07 16:08:53,501,44,7281,0
2023-12-07 16:08:54,501,44,7361,0
2023-12-07 16:08:54,501,44,7325,0
2023-12-07 16:08:54,501,44,7297,0
2023-12-07 16:08:54,501,44,7350,0
2023-12-07 16:08:54,501,44,7308,0
2023-12-07 16:08:55,501,44,7294,0
2023-12-07 16:08:55,501,44,7294,0
2023-12-07 16:08:55,501,44,7257,0
2023-12-07 16:08:56,501,44,7308,0
2023-12-07 16:08:56,501,44,7301,0
2023-12-07 16:08:56,501,44,7294,0
2023-12-07 16:08:56,501,44,7354,0
2023-12-07 16:08:56,501,44,7263,0
2023-12-07 16:08:56,501,44,7310,0
2023-12-07 16:08:56,501,44,7374,0
2023-12-07 16:08:57,501,44,7288,0
2023-12-07 16:08:57,501,44,7288,0
2023-12-07 16:08:57,499,45,7343,0
2023-12-07 16:08:57,499,45,7299,0
2023-12-07 16:08:57,500,45,7310,0
2023-12-07 16:08:58,500,45,7303,0
2023-12-07 16:08:58,500,45,7301,0
